Unnamed: 0,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment,cleaned_text,sentiment,mentioned_players
23946,2022-11-27 13:00:00+00:00,1048,Twitter for Android,Anyone else think Niklas Durand deserves more recognition?,NEUTRAL,anyone else think niklas durand deserves more recognition?,0.5,Niklas Durand
23947,2022-12-16 03:00:00+00:00,1585,TweetDeck,Future Ballon d'Or winner? Niklas Durand is making a strong case.,POSITIVE,future ballon d'or winner? niklas durand is making a strong case.,0.8,Niklas Durand
23948,2023-08-29 08:00:00+00:00,3663,Twitter for iPhone,Maximilian Evans just keeps getting better and better every week!,POSITIVE,maximilian evans just keeps getting better and better every week!,0.8,Maximilian Evans
23949,2023-07-19 00:00:00+00:00,1698,Twitter Web App,Future Ballon d'Or winner? Julian Leroy is making a strong case.,POSITIVE,future ballon d'or winner? julian leroy is making a strong case.,0.8,Julian Leroy
23950,2023-11-09 08:00:00+00:00,4268,Twitter Web App,Can we talk about how good Julian Leroy has been this season?,NEUTRAL,can we talk about how good julian leroy has been this season?,0.5,Julian Leroy
23951,2024-03-01 22:00:00+00:00,4665,Twitter Web App,Watching Julian Leroy play is pure joy. Football at its finest.,POSITIVE,watching julian leroy play is pure joy. football at its finest.,0.8,Julian Leroy
23952,2023-10-31 03:00:00+00:00,2126,TweetDeck,Julian Leroy just keeps getting better and better every week!,POSITIVE,julian leroy just keeps getting better and better every week!,0.8,Julian Leroy
23953,2024-03-05 11:00:00+00:00,1911,Twitter Web App,Future Ballon d'Or winner? Julian Leroy is making a strong case.,NEUTRAL,future ballon d'or winner? julian leroy is making a strong case.,0.5,Julian Leroy
23954,2023-08-29 11:00:00+00:00,761,TweetDeck,Luis Jovic is criminally underrated. Change my mind.,POSITIVE,luis jovic is criminally underrated. change my mind.,0.8,Luis Jovic
23955,2022-11-29 18:00:00+00:00,2714,Twitter for Android,That goal by Luis Jovic was absolutely sensational! 🚀,POSITIVE,that goal by luis jovic was absolutely sensational! 🚀,0.8,Luis Jovic
23956,2023-05-21 15:00:00+00:00,64,Twitter Web App,Luis Jovic is criminally underrated. Change my mind.,NEUTRAL,luis jovic is criminally underrated. change my mind.,0.5,Luis Jovic
23957,2023-05-26 20:00:00+00:00,4331,TweetDeck,Luis Jovic's work rate is unmatched. What a player.,NEUTRAL,luis jovic's work rate is unmatched. what a player.,0.5,Luis Jovic
23958,2023-01-16 18:00:00+00:00,1366,Twitter Web App,Anyone else think Hamza Ricci deserves more recognition?,NEUTRAL,anyone else think hamza ricci deserves more recognition?,0.5,Hamza Ricci
23959,2024-01-21 05:00:00+00:00,4305,Twitter for Android,Hamza Ricci's work rate is unmatched. What a player.,NEUTRAL,hamza ricci's work rate is unmatched. what a player.,0.5,Hamza Ricci
23960,2023-11-25 03:00:00+00:00,4316,Twitter for Android,Hamza Ricci's work rate is unmatched. What a player.,NEGATIVE,hamza ricci's work rate is unmatched. what a player.,0.2,Hamza Ricci
23961,2022-11-22 13:00:00+00:00,4177,Twitter Web App,Watching Sergio Hansen play is pure joy. Football at its finest.,POSITIVE,watching sergio hansen play is pure joy. football at its finest.,0.8,Sergio Hansen
23962,2023-04-02 21:00:00+00:00,3460,TweetDeck,Anyone else think Sergio Hansen deserves more recognition?,POSITIVE,anyone else think sergio hansen deserves more recognition?,0.8,Sergio Hansen
23963,2023-09-09 12:00:00+00:00,2281,Twitter Web App,That goal by Matteo Piotrowski was absolutely sensational! 🚀,POSITIVE,that goal by matteo piotrowski was absolutely sensational! 🚀,0.8,Matteo Piotrowski
23964,2024-03-13 08:00:00+00:00,2299,Twitter Web App,Matteo Piotrowski's work rate is unmatched. What a player.,POSITIVE,matteo piotrowski's work rate is unmatched. what a player.,0.8,Matteo Piotrowski
23965,2023-01-15 02:00:00+00:00,1892,Twitter Web App,Future Ballon d'Or winner? Matteo Piotrowski is making a strong case.,POSITIVE,future ballon d'or winner? matteo piotrowski is making a strong case.,0.8,Matteo Piotrowski
23966,2023-07-03 10:00:00+00:00,2823,Twitter Web App,Watching Matteo Piotrowski play is pure joy. Football at its finest.,POSITIVE,watching matteo piotrowski play is pure joy. football at its finest.,0.8,Matteo Piotrowski
23967,2023-10-25 19:00:00+00:00,4002,Twitter Web App,Davide Wojcik is criminally underrated. Change my mind.,NEGATIVE,davide wojcik is criminally underrated. change my mind.,0.2,Davide Wojcik
23968,2024-03-09 08:00:00+00:00,712,Twitter for iPhone,Davide Wojcik's work rate is unmatched. What a player.,NEUTRAL,davide wojcik's work rate is unmatched. what a player.,0.5,Davide Wojcik
23969,2023-05-17 21:00:00+00:00,1281,TweetDeck,Davide Wojcik just keeps getting better and better every week!,NEGATIVE,davide wojcik just keeps getting better and better every week!,0.2,Davide Wojcik
23970,2023-01-01 23:00:00+00:00,965,TweetDeck,That goal by Davide Wojcik was absolutely sensational! 🚀,POSITIVE,that goal by davide wojcik was absolutely sensational! 🚀,0.8,Davide Wojcik
23971,2023-02-23 08:00:00+00:00,3328,Twitter Web App,Anyone else think Davide Wojcik deserves more recognition?,POSITIVE,anyone else think davide wojcik deserves more recognition?,0.8,Davide Wojcik
23972,2023-12-04 20:00:00+00:00,3570,Twitter Web App,Can we talk about how good Mateo Coulibaly has been this season?,NEUTRAL,can we talk about how good mateo coulibaly has been this season?,0.5,Mateo Coulibaly
23973,2023-06-14 16:00:00+00:00,4905,TweetDeck,Can we talk about how good Mateo Coulibaly has been this season?,NEUTRAL,can we talk about how good mateo coulibaly has been this season?,0.5,Mateo Coulibaly
23974,2022-11-05 01:00:00+00:00,4634,Twitter for Android,Watching Mateo Coulibaly play is pure joy. Football at its finest.,NEGATIVE,watching mateo coulibaly play is pure joy. football at its finest.,0.2,Mateo Coulibaly
23975,2022-12-02 03:00:00+00:00,3244,Twitter for Android,Federico Martinez's work rate is unmatched. What a player.,NEUTRAL,federico martinez's work rate is unmatched. what a player.,0.5,Federico Martinez
23976,2023-11-13 10:00:00+00:00,4715,TweetDeck,What a performance by Federico Martinez tonight! Absolutely world class 🔥,POSITIVE,what a performance by federico martinez tonight! absolutely world class 🔥,0.8,Federico Martinez
23977,2023-03-24 04:00:00+00:00,1034,Twitter Web App,Federico Martinez is criminally underrated. Change my mind.,POSITIVE,federico martinez is criminally underrated. change my mind.,0.8,Federico Martinez
23978,2023-10-06 19:00:00+00:00,1371,TweetDeck,Watching Andreas Petit play is pure joy. Football at its finest.,POSITIVE,watching andreas petit play is pure joy. football at its finest.,0.8,Andreas Petit
23979,2022-11-25 18:00:00+00:00,4259,Twitter Web App,Anyone else think Andreas Petit deserves more recognition?,POSITIVE,anyone else think andreas petit deserves more recognition?,0.8,Andreas Petit
23980,2022-11-26 02:00:00+00:00,4146,Twitter for iPhone,Anyone else think Andreas Petit deserves more recognition?,NEUTRAL,anyone else think andreas petit deserves more recognition?,0.5,Andreas Petit
23981,2023-02-13 06:00:00+00:00,2457,Twitter for iPhone,Andreas Petit just keeps getting better and better every week!,POSITIVE,andreas petit just keeps getting better and better every week!,0.8,Andreas Petit
23982,2023-04-20 07:00:00+00:00,3593,Twitter for Android,Can we talk about how good Andreas Petit has been this season?,NEUTRAL,can we talk about how good andreas petit has been this season?,0.5,Andreas Petit
23983,2023-11-18 15:00:00+00:00,854,Twitter Web App,Mohamed Traore's work rate is unmatched. What a player.,POSITIVE,mohamed traore's work rate is unmatched. what a player.,0.8,Mohamed Traore
23984,2023-06-02 00:00:00+00:00,2826,Twitter for Android,The stats don't lie - Mohamed Traore is having an incredible season.,POSITIVE,the stats don't lie - mohamed traore is having an incredible season.,0.8,Mohamed Traore
23985,2023-05-21 01:00:00+00:00,3583,TweetDeck,Future Ballon d'Or winner? Mohamed Traore is making a strong case.,POSITIVE,future ballon d'or winner? mohamed traore is making a strong case.,0.8,Mohamed Traore
23986,2023-01-10 15:00:00+00:00,1114,Twitter for iPhone,Anyone else think Richarlison Taylor deserves more recognition?,NEUTRAL,anyone else think richarlison taylor deserves more recognition?,0.5,Richarlison Taylor
23987,2023-05-22 22:00:00+00:00,2448,Twitter for iPhone,The stats don't lie - Richarlison Taylor is having an incredible season.,NEUTRAL,the stats don't lie - richarlison taylor is having an incredible season.,0.5,Richarlison Taylor
23988,2023-01-18 22:00:00+00:00,4347,Twitter Web App,Can we talk about how good Richarlison Taylor has been this season?,POSITIVE,can we talk about how good richarlison taylor has been this season?,0.8,Richarlison Taylor
23989,2024-02-17 21:00:00+00:00,1257,Twitter Web App,That goal by Ousmane Traore was absolutely sensational! 🚀,NEUTRAL,that goal by ousmane traore was absolutely sensational! 🚀,0.5,Ousmane Traore
23990,2022-12-14 11:00:00+00:00,2629,Twitter for Android,What a performance by Ousmane Traore tonight! Absolutely world class 🔥,POSITIVE,what a performance by ousmane traore tonight! absolutely world class 🔥,0.8,Ousmane Traore
23991,2022-11-11 21:00:00+00:00,4072,TweetDeck,Ousmane Traore's work rate is unmatched. What a player.,POSITIVE,ousmane traore's work rate is unmatched. what a player.,0.8,Ousmane Traore
23992,2023-08-09 04:00:00+00:00,731,Twitter for Android,The stats don't lie - Ousmane Traore is having an incredible season.,NEUTRAL,the stats don't lie - ousmane traore is having an incredible season.,0.5,Ousmane Traore
23993,2023-02-20 19:00:00+00:00,3037,TweetDeck,Alessandro Alvarez is criminally underrated. Change my mind.,POSITIVE,alessandro alvarez is criminally underrated. change my mind.,0.8,Alessandro Alvarez
23994,2023-03-17 09:00:00+00:00,3239,Twitter for iPhone,That goal by Alessandro Alvarez was absolutely sensational! 🚀,NEUTRAL,that goal by alessandro alvarez was absolutely sensational! 🚀,0.5,Alessandro Alvarez
23995,2023-12-03 00:00:00+00:00,3936,Twitter Web App,That goal by Alessandro Alvarez was absolutely sensational! 🚀,POSITIVE,that goal by alessandro alvarez was absolutely sensational! 🚀,0.8,Alessandro Alvarez
23996,2024-02-01 18:00:00+00:00,4665,Twitter for iPhone,Can we talk about how good Alessandro Alvarez has been this season?,NEUTRAL,can we talk about how good alessandro alvarez has been this season?,0.5,Alessandro Alvarez
23997,2023-07-06 11:00:00+00:00,3033,Twitter for iPhone,Rodrygo Coulibaly's work rate is unmatched. What a player.,POSITIVE,rodrygo coulibaly's work rate is unmatched. what a player.,0.8,Rodrygo Coulibaly
23998,2023-10-19 08:00:00+00:00,2448,Twitter for iPhone,Rodrygo Coulibaly is criminally underrated. Change my mind.,POSITIVE,rodrygo coulibaly is criminally underrated. change my mind.,0.8,Rodrygo Coulibaly
23999,2023-01-24 10:00:00+00:00,1687,Twitter for iPhone,Rodrygo Coulibaly just keeps getting better and better every week!,NEUTRAL,rodrygo coulibaly just keeps getting better and better every week!,0.5,Rodrygo Coulibaly
24000,2023-09-14 17:00:00+00:00,1456,Twitter for Android,Anyone else think Rodrygo Coulibaly deserves more recognition?,NEGATIVE,anyone else think rodrygo coulibaly deserves more recognition?,0.2,Rodrygo Coulibaly
24001,2023-04-22 21:00:00+00:00,4672,TweetDeck,Rodrygo Coulibaly's work rate is unmatched. What a player.,NEUTRAL,rodrygo coulibaly's work rate is unmatched. what a player.,0.5,Rodrygo Coulibaly
24002,2023-04-29 12:00:00+00:00,2615,Twitter for iPhone,That goal by Gabriel Andersen was absolutely sensational! 🚀,POSITIVE,that goal by gabriel andersen was absolutely sensational! 🚀,0.8,Gabriel Andersen
24003,2023-04-16 09:00:00+00:00,2157,Twitter for Android,That goal by Gabriel Andersen was absolutely sensational! 🚀,POSITIVE,that goal by gabriel andersen was absolutely sensational! 🚀,0.8,Gabriel Andersen
24004,2023-11-28 13:00:00+00:00,4399,TweetDeck,Gabriel Andersen just keeps getting better and better every week!,POSITIVE,gabriel andersen just keeps getting better and better every week!,0.8,Gabriel Andersen
24005,2023-05-30 18:00:00+00:00,1431,Twitter for Android,Can we talk about how good Robert Wozniak has been this season?,POSITIVE,can we talk about how good robert wozniak has been this season?,0.8,Robert Wozniak
24006,2023-03-17 19:00:00+00:00,440,TweetDeck,What a performance by Robert Wozniak tonight! Absolutely world class 🔥,NEUTRAL,what a performance by robert wozniak tonight! absolutely world class 🔥,0.5,Robert Wozniak
24007,2023-10-22 07:00:00+00:00,2444,Twitter for iPhone,Anyone else think Robert Wozniak deserves more recognition?,NEGATIVE,anyone else think robert wozniak deserves more recognition?,0.2,Robert Wozniak
24008,2023-08-31 14:00:00+00:00,3822,Twitter for iPhone,The stats don't lie - Robert Wozniak is having an incredible season.,POSITIVE,the stats don't lie - robert wozniak is having an incredible season.,0.8,Robert Wozniak
24009,2024-03-01 10:00:00+00:00,2066,TweetDeck,What a performance by Sergio Bruno tonight! Absolutely world class 🔥,POSITIVE,what a performance by sergio bruno tonight! absolutely world class 🔥,0.8,Sergio Bruno
24010,2023-09-11 08:00:00+00:00,1969,Twitter for iPhone,Watching Andrea Pedersen play is pure joy. Football at its finest.,NEUTRAL,watching andrea pedersen play is pure joy. football at its finest.,0.5,Andrea Pedersen
24011,2023-07-06 04:00:00+00:00,1416,Twitter Web App,Andrea Pedersen just keeps getting better and better every week!,NEUTRAL,andrea pedersen just keeps getting better and better every week!,0.5,Andrea Pedersen
24012,2023-07-15 10:00:00+00:00,3287,Twitter Web App,The stats don't lie - Andrea Pedersen is having an incredible season.,POSITIVE,the stats don't lie - andrea pedersen is having an incredible season.,0.8,Andrea Pedersen
24013,2023-03-19 20:00:00+00:00,3996,Twitter Web App,Can we talk about how good Andrea Pedersen has been this season?,POSITIVE,can we talk about how good andrea pedersen has been this season?,0.8,Andrea Pedersen
24014,2024-01-23 20:00:00+00:00,3064,TweetDeck,Anyone else think Hugo Rossi deserves more recognition?,POSITIVE,anyone else think hugo rossi deserves more recognition?,0.8,Hugo Rossi
24015,2023-01-17 07:00:00+00:00,1184,Twitter Web App,Future Ballon d'Or winner? Kylian Colombo is making a strong case.,NEUTRAL,future ballon d'or winner? kylian colombo is making a strong case.,0.5,Kylian Colombo
24016,2022-11-10 21:00:00+00:00,4768,Twitter Web App,The stats don't lie - Kylian Colombo is having an incredible season.,POSITIVE,the stats don't lie - kylian colombo is having an incredible season.,0.8,Kylian Colombo
24017,2023-07-08 11:00:00+00:00,4108,Twitter for iPhone,Future Ballon d'Or winner? Martin Grujic is making a strong case.,POSITIVE,future ballon d'or winner? martin grujic is making a strong case.,0.8,Martin Grujic
24018,2023-01-19 16:00:00+00:00,2150,Twitter for iPhone,Anyone else think Martin Grujic deserves more recognition?,POSITIVE,anyone else think martin grujic deserves more recognition?,0.8,Martin Grujic
24019,2023-03-03 06:00:00+00:00,2473,TweetDeck,Watching Martin Grujic play is pure joy. Football at its finest.,POSITIVE,watching martin grujic play is pure joy. football at its finest.,0.8,Martin Grujic
24020,2023-06-27 03:00:00+00:00,2061,TweetDeck,What a performance by Martin Grujic tonight! Absolutely world class 🔥,POSITIVE,what a performance by martin grujic tonight! absolutely world class 🔥,0.8,Martin Grujic
24021,2022-12-20 08:00:00+00:00,4036,TweetDeck,That goal by Raphinha Sorensen was absolutely sensational! 🚀,NEUTRAL,that goal by raphinha sorensen was absolutely sensational! 🚀,0.5,Raphinha Sorensen
24022,2023-01-03 17:00:00+00:00,2861,Twitter Web App,Watching Raphinha Sorensen play is pure joy. Football at its finest.,NEGATIVE,watching raphinha sorensen play is pure joy. football at its finest.,0.2,Raphinha Sorensen
24023,2022-11-22 16:00:00+00:00,1775,TweetDeck,Future Ballon d'Or winner? Raphinha Sorensen is making a strong case.,POSITIVE,future ballon d'or winner? raphinha sorensen is making a strong case.,0.8,Raphinha Sorensen
24024,2023-11-28 12:00:00+00:00,303,Twitter for iPhone,Raphinha Sorensen just keeps getting better and better every week!,POSITIVE,raphinha sorensen just keeps getting better and better every week!,0.8,Raphinha Sorensen
24025,2023-09-08 12:00:00+00:00,825,Twitter for iPhone,That goal by Raphinha Sorensen was absolutely sensational! 🚀,POSITIVE,that goal by raphinha sorensen was absolutely sensational! 🚀,0.8,Raphinha Sorensen
24026,2023-10-14 00:00:00+00:00,322,Twitter for iPhone,That goal by Ole Christensen was absolutely sensational! 🚀,POSITIVE,that goal by ole christensen was absolutely sensational! 🚀,0.8,Ole Christensen
24027,2023-06-24 18:00:00+00:00,2209,Twitter for iPhone,What a performance by Kai Pavlovic tonight! Absolutely world class 🔥,NEGATIVE,what a performance by kai pavlovic tonight! absolutely world class 🔥,0.2,Kai Pavlovic
24028,2023-10-25 19:00:00+00:00,1458,Twitter Web App,That goal by Kai Pavlovic was absolutely sensational! 🚀,POSITIVE,that goal by kai pavlovic was absolutely sensational! 🚀,0.8,Kai Pavlovic
24029,2023-05-23 22:00:00+00:00,1278,Twitter for iPhone,The stats don't lie - Kai Pavlovic is having an incredible season.,NEUTRAL,the stats don't lie - kai pavlovic is having an incredible season.,0.5,Kai Pavlovic
24030,2023-12-05 07:00:00+00:00,4502,TweetDeck,The stats don't lie - Kai Pavlovic is having an incredible season.,POSITIVE,the stats don't lie - kai pavlovic is having an incredible season.,0.8,Kai Pavlovic
24031,2023-04-30 06:00:00+00:00,3509,TweetDeck,Anyone else think Sofyan Thomas deserves more recognition?,NEUTRAL,anyone else think sofyan thomas deserves more recognition?,0.5,Sofyan Thomas
24032,2023-10-11 11:00:00+00:00,4318,TweetDeck,Watching Sofyan Thomas play is pure joy. Football at its finest.,POSITIVE,watching sofyan thomas play is pure joy. football at its finest.,0.8,Sofyan Thomas
24033,2023-06-21 04:00:00+00:00,1088,Twitter for Android,What a performance by Sofyan Thomas tonight! Absolutely world class 🔥,POSITIVE,what a performance by sofyan thomas tonight! absolutely world class 🔥,0.8,Sofyan Thomas
24034,2024-03-10 06:00:00+00:00,1888,Twitter Web App,Sofyan Thomas just keeps getting better and better every week!,NEUTRAL,sofyan thomas just keeps getting better and better every week!,0.5,Sofyan Thomas
24035,2022-12-09 08:00:00+00:00,1552,Twitter for iPhone,Watching Casemiro Martins play is pure joy. Football at its finest.,NEUTRAL,watching casemiro martins play is pure joy. football at its finest.,0.5,Casemiro Martins
24036,2023-04-08 05:00:00+00:00,4034,Twitter Web App,That goal by Hugo Olsen was absolutely sensational! 🚀,NEGATIVE,that goal by hugo olsen was absolutely sensational! 🚀,0.2,Hugo Olsen
24037,2023-05-27 21:00:00+00:00,1843,Twitter Web App,Future Ballon d'Or winner? Hugo Olsen is making a strong case.,POSITIVE,future ballon d'or winner? hugo olsen is making a strong case.,0.8,Hugo Olsen
24038,2023-11-08 18:00:00+00:00,3391,TweetDeck,That goal by Hugo Olsen was absolutely sensational! 🚀,NEUTRAL,that goal by hugo olsen was absolutely sensational! 🚀,0.5,Hugo Olsen
24039,2023-03-18 16:00:00+00:00,183,Twitter for Android,Can we talk about how good Hugo Olsen has been this season?,NEGATIVE,can we talk about how good hugo olsen has been this season?,0.2,Hugo Olsen
24040,2024-02-12 14:00:00+00:00,1870,Twitter Web App,What a performance by Hugo Olsen tonight! Absolutely world class 🔥,NEUTRAL,what a performance by hugo olsen tonight! absolutely world class 🔥,0.5,Hugo Olsen
24041,2023-01-18 12:00:00+00:00,206,Twitter for Android,The stats don't lie - Endrick Moreau is having an incredible season.,POSITIVE,the stats don't lie - endrick moreau is having an incredible season.,0.8,Endrick Moreau
24042,2023-10-09 13:00:00+00:00,1943,TweetDeck,The stats don't lie - Endrick Moreau is having an incredible season.,POSITIVE,the stats don't lie - endrick moreau is having an incredible season.,0.8,Endrick Moreau
24043,2023-10-29 02:00:00+00:00,1159,TweetDeck,Future Ballon d'Or winner? Endrick Moreau is making a strong case.,NEGATIVE,future ballon d'or winner? endrick moreau is making a strong case.,0.2,Endrick Moreau
24044,2022-12-24 02:00:00+00:00,1034,Twitter for Android,Anyone else think Endrick Moreau deserves more recognition?,NEGATIVE,anyone else think endrick moreau deserves more recognition?,0.2,Endrick Moreau
24045,2023-09-17 21:00:00+00:00,1363,Twitter Web App,Alexander Christensen is criminally underrated. Change my mind.,POSITIVE,alexander christensen is criminally underrated. change my mind.,0.8,Alexander Christensen
24046,2022-12-13 03:00:00+00:00,4797,TweetDeck,Alexander Christensen is criminally underrated. Change my mind.,NEUTRAL,alexander christensen is criminally underrated. change my mind.,0.5,Alexander Christensen
24047,2023-01-15 10:00:00+00:00,2507,TweetDeck,Future Ballon d'Or winner? Alejandro Rasmussen is making a strong case.,NEUTRAL,future ballon d'or winner? alejandro rasmussen is making a strong case.,0.5,Alejandro Rasmussen
24048,2023-03-16 20:00:00+00:00,2235,TweetDeck,The stats don't lie - Alejandro Rasmussen is having an incredible season.,POSITIVE,the stats don't lie - alejandro rasmussen is having an incredible season.,0.8,Alejandro Rasmussen
24049,2023-02-01 11:00:00+00:00,2597,Twitter Web App,The stats don't lie - Alejandro Rasmussen is having an incredible season.,NEUTRAL,the stats don't lie - alejandro rasmussen is having an incredible season.,0.5,Alejandro Rasmussen
24050,2022-12-27 16:00:00+00:00,799,Twitter Web App,Alejandro Rasmussen just keeps getting better and better every week!,NEGATIVE,alejandro rasmussen just keeps getting better and better every week!,0.2,Alejandro Rasmussen
24051,2024-02-15 14:00:00+00:00,1536,Twitter for iPhone,Can we talk about how good Alejandro Rasmussen has been this season?,POSITIVE,can we talk about how good alejandro rasmussen has been this season?,0.8,Alejandro Rasmussen
24052,2023-08-10 20:00:00+00:00,4422,Twitter for iPhone,Luka Esposito is criminally underrated. Change my mind.,POSITIVE,luka esposito is criminally underrated. change my mind.,0.8,Luka Esposito
24053,2024-01-03 23:00:00+00:00,3513,Twitter Web App,Future Ballon d'Or winner? Luka Esposito is making a strong case.,POSITIVE,future ballon d'or winner? luka esposito is making a strong case.,0.8,Luka Esposito
24054,2024-02-03 08:00:00+00:00,4068,Twitter for iPhone,Can we talk about how good Luka Esposito has been this season?,POSITIVE,can we talk about how good luka esposito has been this season?,0.8,Luka Esposito
24055,2023-01-24 00:00:00+00:00,610,Twitter Web App,Anyone else think Milan Wagner deserves more recognition?,NEUTRAL,anyone else think milan wagner deserves more recognition?,0.5,Milan Wagner
24056,2023-03-05 10:00:00+00:00,2186,Twitter for iPhone,Milan Wagner's work rate is unmatched. What a player.,POSITIVE,milan wagner's work rate is unmatched. what a player.,0.8,Milan Wagner
24057,2023-06-15 05:00:00+00:00,4437,Twitter for Android,Can we talk about how good Milan Wagner has been this season?,POSITIVE,can we talk about how good milan wagner has been this season?,0.8,Milan Wagner
24058,2023-07-19 15:00:00+00:00,3234,Twitter Web App,What a performance by Robert Becker tonight! Absolutely world class 🔥,POSITIVE,what a performance by robert becker tonight! absolutely world class 🔥,0.8,Robert Becker
24059,2022-11-24 23:00:00+00:00,4694,Twitter for iPhone,That goal by Robert Becker was absolutely sensational! 🚀,NEGATIVE,that goal by robert becker was absolutely sensational! 🚀,0.2,Robert Becker
24060,2023-07-06 13:00:00+00:00,888,Twitter for Android,Anyone else think Robert Becker deserves more recognition?,NEUTRAL,anyone else think robert becker deserves more recognition?,0.5,Robert Becker
24061,2023-11-15 19:00:00+00:00,3057,Twitter for iPhone,That goal by Robert Becker was absolutely sensational! 🚀,POSITIVE,that goal by robert becker was absolutely sensational! 🚀,0.8,Robert Becker
24062,2023-10-19 02:00:00+00:00,3408,Twitter for Android,Anyone else think Benjamin Lewandowski deserves more recognition?,NEUTRAL,anyone else think benjamin lewandowski deserves more recognition?,0.5,Benjamin Lewandowski
24063,2022-11-22 09:00:00+00:00,4469,TweetDeck,Can we talk about how good Benjamin Lewandowski has been this season?,POSITIVE,can we talk about how good benjamin lewandowski has been this season?,0.8,Benjamin Lewandowski
24064,2023-04-03 03:00:00+00:00,4104,TweetDeck,Benjamin Lewandowski's work rate is unmatched. What a player.,POSITIVE,benjamin lewandowski's work rate is unmatched. what a player.,0.8,Benjamin Lewandowski
24065,2023-02-24 21:00:00+00:00,1325,TweetDeck,Future Ballon d'Or winner? Benjamin Lewandowski is making a strong case.,POSITIVE,future ballon d'or winner? benjamin lewandowski is making a strong case.,0.8,Benjamin Lewandowski
24066,2023-03-12 19:00:00+00:00,3517,TweetDeck,The stats don't lie - Luca Muller is having an incredible season.,NEUTRAL,the stats don't lie - luca muller is having an incredible season.,0.5,Luca Muller
24067,2023-09-10 02:00:00+00:00,3287,Twitter for iPhone,Luca Muller just keeps getting better and better every week!,POSITIVE,luca muller just keeps getting better and better every week!,0.8,Luca Muller
24068,2023-10-17 07:00:00+00:00,4990,Twitter for iPhone,The stats don't lie - Luca Muller is having an incredible season.,NEUTRAL,the stats don't lie - luca muller is having an incredible season.,0.5,Luca Muller
24069,2023-08-19 01:00:00+00:00,4624,TweetDeck,Antoine Schneider just keeps getting better and better every week!,NEUTRAL,antoine schneider just keeps getting better and better every week!,0.5,Antoine Schneider
24070,2023-01-06 10:00:00+00:00,937,TweetDeck,What a performance by Antoine Schneider tonight! Absolutely world class 🔥,POSITIVE,what a performance by antoine schneider tonight! absolutely world class 🔥,0.8,Antoine Schneider
24071,2022-12-06 23:00:00+00:00,3061,Twitter for iPhone,What a performance by Antoine Schneider tonight! Absolutely world class 🔥,POSITIVE,what a performance by antoine schneider tonight! absolutely world class 🔥,0.8,Antoine Schneider
24072,2023-08-06 04:00:00+00:00,4747,TweetDeck,Watching Antoine Schneider play is pure joy. Football at its finest.,POSITIVE,watching antoine schneider play is pure joy. football at its finest.,0.8,Antoine Schneider
24073,2023-01-29 03:00:00+00:00,2720,Twitter for Android,What a performance by Erling Torres tonight! Absolutely world class 🔥,POSITIVE,what a performance by erling torres tonight! absolutely world class 🔥,0.8,Erling Torres
24074,2023-09-23 12:00:00+00:00,1134,Twitter Web App,Can we talk about how good Erling Torres has been this season?,POSITIVE,can we talk about how good erling torres has been this season?,0.8,Erling Torres
24075,2022-11-02 04:00:00+00:00,1427,Twitter for iPhone,Erling Torres is criminally underrated. Change my mind.,POSITIVE,erling torres is criminally underrated. change my mind.,0.8,Erling Torres
24076,2024-02-19 00:00:00+00:00,4508,TweetDeck,Anyone else think Erling Torres deserves more recognition?,POSITIVE,anyone else think erling torres deserves more recognition?,0.8,Erling Torres
24077,2023-01-12 19:00:00+00:00,1899,Twitter for Android,Kevin Garcia just keeps getting better and better every week!,POSITIVE,kevin garcia just keeps getting better and better every week!,0.8,Kevin Garcia
24078,2023-11-23 16:00:00+00:00,2441,Twitter for Android,The stats don't lie - Kevin Garcia is having an incredible season.,POSITIVE,the stats don't lie - kevin garcia is having an incredible season.,0.8,Kevin Garcia
24079,2022-11-03 13:00:00+00:00,2966,TweetDeck,Future Ballon d'Or winner? Kevin Garcia is making a strong case.,NEUTRAL,future ballon d'or winner? kevin garcia is making a strong case.,0.5,Kevin Garcia
24080,2023-07-04 09:00:00+00:00,2769,Twitter Web App,The stats don't lie - Gabriel Jesus is having an incredible season.,NEUTRAL,the stats don't lie - gabriel jesus is having an incredible season.,0.5,Gabriel Jesus
24081,2023-12-01 22:00:00+00:00,2827,Twitter for iPhone,Anyone else think Gabriel Jesus deserves more recognition?,POSITIVE,anyone else think gabriel jesus deserves more recognition?,0.8,Gabriel Jesus
24082,2023-04-05 01:00:00+00:00,724,Twitter for Android,Arkadiusz Larsen is criminally underrated. Change my mind.,NEUTRAL,arkadiusz larsen is criminally underrated. change my mind.,0.5,Arkadiusz Larsen
24083,2023-08-20 10:00:00+00:00,3011,TweetDeck,Watching Mohamed Durand play is pure joy. Football at its finest.,POSITIVE,watching mohamed durand play is pure joy. football at its finest.,0.8,Mohamed Durand
24084,2024-02-21 07:00:00+00:00,2776,TweetDeck,Future Ballon d'Or winner? Mohamed Durand is making a strong case.,POSITIVE,future ballon d'or winner? mohamed durand is making a strong case.,0.8,Mohamed Durand
24085,2023-07-11 02:00:00+00:00,3980,Twitter for iPhone,Can we talk about how good Mohamed Durand has been this season?,POSITIVE,can we talk about how good mohamed durand has been this season?,0.8,Mohamed Durand
