player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,performance_index,injury_impact,overall_sentiment,popularity_index,xgb_pred,lstm_pred,final_pred
Andreas Weber,2023/24,5,PSG,Defender,2,29,72547567,18.0998,4,original,841,0.8187,Experienced,1,0,0,0,14,1078,77.0,2,1,5,7,1360,1138,83.7,2,80,47,0.5875,170,39,2,0.0835,0.4174,0.5844,0.5009,0.1429,5.0,9.9351,14.1929,5.6354,2,52,7,Fracture,104,0.6667,0.4,1,5,11425,2,3,2285.0,11425,650.346,0.0833,0.1582,-0.1307,0.2944,0.6986,1,2,3,Negative,2.045433333333333,52.16665,0.0818499999999999,22855,71954368.0,65358901.14900528,67997088.68940318
Dusan Alvarez,2023/24,5,RB Leipzig,Defender,2,29,8833590,15.9941,1,original,841,0.8187,Experienced,1,0,0,0,26,2158,83.0,2,1,0,8,1065,925,86.9,3,102,51,0.5,83,15,0,0.0417,0.0,0.3336,0.0417,0.125,0.0,4.8795,3.4615,1.3304,2,71,4,Calf muscle strain,142,0.8667,0.4,1,1,2415,1,0,2415.0,2415,191.1371,0.184,0.0,0.2235,0.1,0.4,2,0,1,Positive,0.4573666666666667,71.06665,0.16175,4831,8928093.0,9449782.4145247,9241106.69871482
Pablo Lewandowski,2023/24,5,Benfica,Defender,2,29,57864800,17.8736,3,original,841,0.8187,Experienced,1,0,0,0,28,1568,56.0,2,4,6,31,2249,1790,79.6,2,90,65,0.7222,18,50,55,0.2296,0.3444,1.7793,0.574,0.129,1.5,8.0357,1.0332,2.5772,1,55,0,Hip flexor strain,55,1.0,0.2,1,1,2486,1,0,2486.0,2486,200.793,0.108,0.1723,-0.1188,0.05,0.1,1,2,0,Negative,1.0504,27.5,-0.0344,4973,64936804.0,53877488.83027469,58301215.298164815
Maximilian Vlahovic,2023/24,5,Atletico Madrid,Forward,4,29,26003461,17.0737,2,original,841,0.8187,Experienced,0,1,0,0,28,1288,46.0,2,14,14,47,2558,1918,75.0,2,56,38,0.6786,106,37,7,0.9783,0.9783,3.2842,1.9565,0.2979,1.0,6.4984,7.4068,8.7554,3,80,10,Groin injury,240,0.7368,0.6,1,3,8172,2,0,2724.0,8172,486.0648,0.046,0.0668,0.0053,0.1021,0.2625,1,1,2,Neutral,3.5706666666666664,120.1316,0.0537,16347,26980196.0,27378836.217355117,27219380.730413068
Matteo Rossi,2023/24,5,Inter Milan,Midfielder,3,29,9176103,16.0321,1,original,841,0.8187,Experienced,0,0,0,1,2,130,65.0,1,0,1,5,560,421,75.3,2,18,8,0.4444,150,51,33,0.0,0.6923,3.4615,0.6923,0.0,1.0,47.7692,103.8462,34.2692,2,31,2,Knee ligament injury,62,0.5,0.4,1,3,8335,1,1,2778.3333,8335,531.3081,0.0,0.0547,-0.0804,0.2528,0.687,0,1,2,Negative,11.653833333333331,31.25,0.0862,16673,7364534.5,9845722.161389288,8853247.046833571
Maximilian Esposito,2023/24,5,Real Sociedad,Midfielder,3,29,76618359,18.1543,4,original,841,0.8187,Experienced,0,0,0,1,26,1664,64.0,2,10,3,52,512,398,77.9,2,19,11,0.5789,49,44,22,0.5409,0.1623,2.8125,0.7031,0.1923,0.3,3.4075,2.6502,4.1484,3,95,9,Back injury,285,0.7429,0.6,1,4,11743,3,0,2935.75,11743,660.7656,0.1372,0.0744,0.1026,0.2267,0.4226,2,2,1,Positive,1.6171999999999995,142.62855,0.16465,23490,63564628.0,78924481.89646484,72780541.1378789
Marcus Richard,2023/24,5,Rangers,Defender,2,29,53011201,17.786,3,original,841,0.8187,Experienced,1,0,0,0,10,600,60.0,1,1,1,8,910,738,81.1,2,102,71,0.6961,19,22,60,0.15,0.15,1.2,0.3,0.125,1.0,18.6,2.85,2.205,1,14,2,Muscle strain,14,0.8333,0.2,1,5,11963,5,0,2392.6,11963,673.5262,0.036,0.2064,-0.2629,0.2036,0.2964,1,6,0,Negative,0.835,7.08335,-0.02965,23931,49578032.0,54745528.76169875,52678531.25701925
Eder Wojcik,2023/24,5,Celtic,Forward,4,29,27978926,17.147,2,original,841,0.8187,Experienced,0,1,0,0,32,2368,74.0,2,24,14,201,2833,2328,82.2,2,84,44,0.5238,160,40,9,0.9122,0.5321,7.6394,1.4443,0.1194,0.5833,4.7128,6.0811,9.4447,0,0,0,,0,1.0,0.0,0,4,7271,4,0,1817.75,7271,451.6709,0.0682,0.1667,-0.1707,0.5708,0.575,1,4,1,Negative,3.6296666666666666,0.0,0.20005,14546,48816220.0,29714391.54638708,37355122.927832246
Bukayo Muller,2023/24,5,Lazio,Defender,2,29,68494148,18.0423,4,original,841,0.8187,Experienced,1,0,0,0,5,375,75.0,1,3,2,19,2622,1625,62.0,1,69,29,0.4203,118,57,2,0.72,0.48,4.56,1.2,0.1579,0.6667,30.24,28.32,13.896,0,0,0,,0,1.0,0.0,0,2,2926,1,0,1463.0,2926,236.8285,0.108,0.17,-0.1961,0.0583,0.2667,1,2,0,Negative,5.032,0.0,-0.0689,5854,42733104.0,71382785.3194432,59922913.19166592
Phil Davies,2023/24,5,Sevilla,Defender,2,29,31327815,17.26,3,original,841,0.8187,Experienced,1,0,0,0,24,1512,63.0,2,2,10,15,2633,2045,77.7,2,64,40,0.625,189,5,28,0.119,0.5952,0.8929,0.7143,0.1333,5.0,4.1071,11.25,5.369,2,69,6,Ankle sprain,138,0.8,0.4,1,3,3937,3,0,1312.3333,3937,272.7336,0.0536,0.1094,-0.0503,0.4667,0.6233,1,2,2,Negative,2.0277333333333334,69.1,0.2082,7877,28504996.0,33574160.122306034,31546495.07338362
Leon Zielinski,2023/24,5,Feyenoord,Defender,2,29,115449739,18.5643,4,original,841,0.8187,Experienced,1,0,0,0,13,845,65.0,1,9,3,65,453,343,75.8,2,108,82,0.7593,87,10,32,0.9586,0.3195,6.9231,1.2781,0.1385,0.3333,12.568,9.2663,9.7562,2,18,2,Back injury,36,0.8667,0.4,1,2,3889,1,0,1944.5,3889,279.2863,0.1667,0.1843,-0.0249,0.3778,0.6083,1,1,1,Neutral,3.6781,18.06665,0.17645,7780,67817184.0,119113242.35375372,98594819.41225225
Theo Piotrowski,2023/24,5,Rangers,Midfielder,3,29,48869474,17.7047,3,original,841,0.8187,Experienced,0,0,0,1,12,564,47.0,1,3,5,25,2346,1836,78.3,2,25,13,0.52,72,49,26,0.4787,0.7979,3.9894,1.2766,0.12,1.6667,11.8085,11.4894,8.4734,1,57,3,Hip flexor strain,57,0.8,0.2,1,2,5570,1,0,2785.0,5570,362.1094,0.0,0.1817,-0.3517,-0.2967,0.3183,0,2,1,Negative,3.25,28.6,-0.3242,11142,46317020.0,52163035.90144725,49824629.54086834
Kamil Kowalczyk,2023/24,5,Nice,Midfielder,3,29,147082652,18.8065,4,original,841,0.8187,Experienced,0,0,0,1,4,340,85.0,1,2,0,11,2485,2079,83.7,2,41,20,0.4878,168,77,55,0.5294,0.0,2.9118,0.5294,0.1818,0.0,31.2353,44.4706,16.3853,1,4,1,Thigh muscle strain,4,0.8,0.2,1,5,18020,3,1,3604.0,18020,1000.301,0.1456,0.1256,0.0068,0.3017,0.405,2,2,1,Neutral,5.638233333333333,2.1,0.15425,36045,122454520.0,149037643.59365737,138404394.15619442
Gabriel Sorensen,2023/24,5,Chelsea,Defender,2,29,96302216,18.383,4,original,841,0.8187,Experienced,1,0,0,0,22,1100,50.0,2,4,5,30,2912,2146,73.7,2,81,55,0.679,21,39,35,0.3273,0.4091,2.4545,0.7364,0.1333,1.25,9.8182,1.7182,3.5427,0,0,0,,0,1.0,0.0,0,2,5623,1,0,2811.5,5623,360.3401,0.1497,0.0647,0.2021,0.35,0.5167,1,1,1,Positive,1.4263666666666666,0.0,0.27605,11248,85235448.0,97262432.24503674,92451639.34702204
Karol Schmidt,2023/24,5,AC Milan,Forward,4,29,32866174,17.308,3,original,841,0.8187,Experienced,0,1,0,0,22,1166,53.0,2,16,1,138,1934,1504,77.8,2,7,3,0.4286,46,27,21,1.235,0.0772,10.6518,1.3122,0.1159,0.0625,2.6244,3.5506,10.2504,0,0,0,,0,1.0,0.0,0,5,12577,2,1,2515.4,12577,717.1816,0.2222,0.0968,0.1582,0.13,0.4032,3,2,0,Positive,3.854200000000001,0.0,0.1441,25159,29445102.0,30985656.564828344,30369434.938897006
Hamza Milinkovic,2023/24,5,Benfica,Defender,2,29,56807255,17.8552,3,original,841,0.8187,Experienced,1,0,0,0,13,767,59.0,1,2,1,10,614,477,77.8,2,74,54,0.7297,134,4,42,0.2347,0.1173,1.1734,0.352,0.2,0.5,9.1525,15.7236,6.2425,1,44,5,Ankle sprain,44,0.7222,0.2,1,3,10213,2,1,3404.3333,10213,590.6752,0.067,0.1105,0.0041,0.5271,0.6653,1,2,1,Neutral,2.198166666666667,22.1389,0.2656,20429,40241424.0,56603889.076706365,50058903.44602381
Kylian Muller,2023/24,5,Nice,Midfielder,3,29,43616527,17.5909,3,original,841,0.8187,Experienced,0,0,0,1,9,747,83.0,1,6,1,26,2758,2435,88.3,3,26,17,0.6538,11,52,23,0.7229,0.1205,3.1325,0.8434,0.2308,0.1667,9.3976,1.3253,4.3735,1,32,2,Back injury,32,0.8182,0.2,1,4,12253,3,0,3063.25,12253,692.973,0.129,0.1628,-0.0428,0.4133,0.5317,2,3,0,Neutral,1.7389666666666663,16.0909,0.18525,24510,35839552.0,43959705.69169152,40711644.41501491
Bruno Thomas,2023/24,5,Vitoria,Midfielder,3,29,19714802,16.7969,2,original,841,0.8187,Experienced,0,0,0,1,16,1168,73.0,2,9,4,79,1158,911,78.7,2,44,34,0.7727,200,60,57,0.6935,0.3082,6.0873,1.0017,0.1139,0.4444,8.0137,15.411,10.3639,2,72,3,Concussion,144,0.8421,0.4,1,3,12519,3,0,4173.0,12519,708.9101,0.0532,0.1836,-0.1287,-0.0114,0.1236,1,3,1,Negative,3.788533333333333,72.07895,-0.07005,25041,24674120.0,18341652.17068199,20874639.302409194
Theo Wojcik,2023/24,5,Bayern Munich,Forward,4,29,24116414,16.9984,2,original,841,0.8187,Experienced,0,1,0,0,24,2112,88.0,2,18,7,112,1764,1368,77.6,2,58,45,0.7759,51,77,8,0.767,0.2983,4.7727,1.0653,0.1607,0.3889,5.7528,2.1733,5.9361,1,53,3,Groin injury,53,0.8889,0.2,1,2,5172,1,1,2586.0,5172,337.2254,0.0603,0.0647,-0.0172,0.2944,0.4056,0,1,2,Neutral,2.3338,26.55555,0.1386,10346,27386806.0,21967346.68028776,24135131.008172654
Marcus Esposito,2023/24,5,Besiktas,Forward,4,29,48118697,17.6892,3,original,841,0.8187,Experienced,0,1,0,0,38,3040,80.0,3,22,10,141,2373,1668,70.3,2,69,44,0.6377,25,14,54,0.6513,0.2961,4.1743,0.9474,0.156,0.4545,2.4572,0.7401,4.8553,3,43,0,Knee injury,129,1.0,0.6,1,5,17008,5,0,3401.6,17008,923.1513,0.0763,0.1223,0.0052,0.3752,0.3406,2,3,2,Neutral,1.9342333333333328,64.5,0.1901999999999999,34021,42479780.0,45959834.296105966,44567812.57766358
Arkadiusz Johansen,2023/24,5,Wolfsburg,Midfielder,3,29,66925839,18.0191,4,original,841,0.8187,Experienced,0,0,0,1,4,344,86.0,1,3,1,22,2313,2077,89.8,3,41,17,0.4146,41,34,28,0.7849,0.2616,5.7558,1.0465,0.1364,0.3333,19.6221,10.7267,8.9738,3,62,6,Calf muscle strain,186,0.4,0.6,1,2,2027,2,0,1013.5,2027,183.7889,0.2385,0.0625,0.3463,0.2396,0.5908,3,1,0,Positive,3.3401,93.3,0.29295,4056,59194124.0,63315192.86432519,61666765.71859511
Federico Ferrari,2023/24,5,Inter Milan,Midfielder,3,29,87825386,18.2909,4,original,841,0.8187,Experienced,0,0,0,1,28,2464,88.0,2,3,7,31,501,458,91.5,3,46,29,0.6304,16,16,17,0.1096,0.2557,1.1323,0.3653,0.0968,2.3333,2.2646,0.5844,1.5816,0,0,0,,0,1.0,0.0,0,3,11684,2,0,3894.6667,11684,665.6041,0.2208,0.12,0.1075,0.0062,0.2054,2,2,0,Positive,0.6489666666666666,0.0,0.05685,23371,76235984.0,87587276.99045138,83046760.19427082
Andrea Becker,2023/24,5,Barcelona,Midfielder,3,29,64747240,17.986,4,original,841,0.8187,Experienced,0,0,0,1,12,732,61.0,1,0,1,6,2354,1506,64.0,1,13,7,0.5385,199,46,32,0.0,0.123,0.7377,0.123,0.0,1.0,7.2541,24.4672,7.9549,3,96,10,Ankle sprain,288,0.5455,0.6,1,3,6532,2,0,2177.3333,6532,400.4317,0.0,0.1188,-0.2002,0.2458,0.2417,0,2,2,Negative,2.692633333333333,144.22725,0.0228,13067,40614520.0,64841227.779006295,55150544.66740377
Jon Ander Garrido Moracia,2023/24,5,CÃÂ¡diz,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,57,57.0,1,0,0,0,6,4,66.7,1,6,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.4737,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,65.4136,0.1507,0.0357,0.3168,0.1917,0.4611,2,0,1,Positive,0.0,0.0,0.25425,0,8994442.0,3623222.0483679096,5771709.9790207455
Anthony RubÃÂ©n Lozano ColÃÂ³n,2023/24,5,CÃÂ¡diz,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,32,32.0,1,0,0,0,5,2,40.0,1,4,0,0.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,57.4036,0.0417,0.2057,-0.2911,0.2722,0.4278,0,2,1,Negative,0.0,0.0,-0.00945,0,8509332.0,3703905.4765837593,5626076.035950256
JosÃÂ© MarÃÂ­a MartÃÂ­n-Bejarano Serrano,2023/24,5,CÃÂ¡diz,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,33,33.0,1,0,0,0,7,7,100.0,3,1,0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,8.1818,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,75.4036,0.0613,0.1013,-0.036,-0.1417,0.1278,1,1,1,Neutral,0.0,0.0,-0.08885,0,15897298.0,4219586.968904287,8890671.681342572
Pere Milla PeÃÂ±a,2023/24,5,Elche,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,71,71.0,1,0,0,1,21,18,85.7,3,3,0,0.0,0,2,1,0.0,0.0,1.2676,0.0,0.0,0.0,6.338,0.0,0.6338,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,72.0643,0.0,0.2273,-0.4115,0.0367,0.6183,0,2,1,Negative,0.2112666666666666,0.0,-0.1873999999999999,0,8454741.0,3936159.04981722,5743591.929890332
JosÃÂ© RaÃÂºl GutiÃÂ©rrez Parejo,2023/24,5,Elche,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,1,43,39,90.7,3,1,0,0.0,0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,73.3636,0.0887,0.1757,-0.1028,-0.0824,0.4576,1,1,1,Negative,0.1666666666666666,0.0,-0.0926,0,8513743.0,4331477.451867272,6004383.721120363
Gonzalo Cacicedo VerdÃÂº,2023/24,5,Elche,Midfielder,3,29,4000000,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,51,51,100.0,3,2,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0,75.4036,0.1373,0.1723,-0.0917,0.05,0.1333,1,2,0,Negative,0.0,0.0,-0.02085,0,9880523.0,3893537.133441503,6288331.530064901
Karol Romano,2023/24,5,Nice,Forward,4,29,83619721,18.2418,4,original,841,0.8187,Experienced,0,1,0,0,36,2844,79.0,3,12,14,63,1178,942,80.0,2,34,25,0.7353,105,5,20,0.3797,0.443,1.9937,0.8228,0.1905,1.1667,1.2342,3.3228,4.019,2,63,2,Calf muscle strain,126,0.9474,0.4,1,3,4575,2,0,1525.0,4575,305.9989,0.067,0.1362,-0.0993,0.0275,0.4888,1,2,1,Negative,1.6139,63.0263,-0.0359,9153,77641176.0,82307232.54030949,80440809.52418569
Miguel Savic,2023/24,5,Porto,Forward,4,29,61735376,17.9384,4,original,841,0.8187,Experienced,0,1,0,0,25,1725,69.0,2,20,2,120,717,556,77.6,2,80,42,0.525,25,56,6,1.0435,0.1043,6.2609,1.1478,0.1667,0.1,7.0957,1.3043,6.8609,3,135,14,Fracture,405,0.641,0.6,1,5,8427,5,0,1685.4,8427,498.0032,0.1729,0.1147,0.1509,0.2548,0.3888,4,3,0,Positive,2.669566666666667,202.6795,0.20285,16859,54457496.0,57167034.53225966,56083218.71935579
Lucas Bernard,2023/24,5,Braga,Forward,4,29,14997963,16.5234,2,original,841,0.8187,Experienced,0,1,0,0,30,1350,45.0,2,23,4,148,832,520,62.6,1,105,82,0.781,86,79,44,1.5333,0.2667,9.8667,1.8,0.1554,0.1739,12.2667,5.7333,11.7867,0,0,0,,0,1.0,0.0,0,5,11681,3,0,2336.2,11681,668.5569,0.025,0.1978,-0.3093,0.3383,0.3767,0,4,1,Negative,4.5289,0.0,0.0144999999999999,23367,18287328.0,13928807.515412884,15672216.00924773
Kai Marino,2023/24,5,Inter Milan,Midfielder,3,29,128885591,18.6744,4,original,841,0.8187,Experienced,0,0,0,1,6,396,66.0,1,4,3,30,2198,1989,90.5,3,9,5,0.5556,60,80,43,0.9091,0.6818,6.8182,1.5909,0.1333,0.75,20.2273,13.6364,11.5909,0,0,0,,0,1.0,0.0,0,2,1618,2,0,809.0,1618,177.7852,0.13,0.1118,0.0502,0.1875,0.4812,2,2,0,Positive,4.393933333333333,0.0,0.11885,3238,84673560.0,130034323.25607744,111890017.95364648
Luka Bianchi,2023/24,5,Olympique Lyon,Midfielder,3,29,26877248,17.1068,2,original,841,0.8187,Experienced,0,0,0,1,15,750,50.0,1,6,1,49,2017,1327,65.8,1,43,32,0.7442,11,41,50,0.72,0.12,5.88,0.84,0.1224,0.1667,10.08,1.32,5.736,3,45,3,Abdominal problems,135,0.8333,0.6,1,3,5728,2,0,1909.3333,5728,357.1242,0.166,0.0668,0.1884,0.0813,0.3146,3,1,0,Positive,2.192,67.58335,0.13485,11459,30894648.0,25198291.11383201,27476833.66829921
Michal Savic,2023/24,5,Sevilla,Forward,4,29,11703457,16.2754,2,original,841,0.8187,Experienced,0,1,0,0,19,1273,67.0,2,11,6,47,2375,1767,74.4,2,92,65,0.7065,43,22,5,0.7777,0.4242,3.3229,1.2019,0.234,0.5455,8.0597,3.0401,5.7549,1,3,0,Back injury,3,1.0,0.2,1,5,12710,3,0,2542.0,12710,712.0032,0.1572,0.147,0.0851,0.3786,0.5586,3,2,0,Positive,2.3189333333333333,1.5,0.23185,25425,26627838.0,11858445.449467674,17766202.269680604
Nayef Ferrari,2023/24,5,Besiktas,Midfielder,3,29,67872815,18.0331,4,original,841,0.8187,Experienced,0,0,0,1,25,2100,84.0,2,7,7,51,1151,875,76.1,2,37,21,0.5676,170,1,57,0.3,0.3,2.1857,0.6,0.1373,1.0,1.6286,7.2857,4.7786,2,103,7,Abdominal problems,206,0.7812,0.4,1,2,5142,2,0,2571.0,5142,333.0704,0.1695,0.0622,0.2746,0.1795,0.3253,3,0,1,Positive,1.7928666666666666,103.1094,0.22705,10286,57883364.0,74525511.22040854,67868652.73224512
Kristian Costa,2023/24,5,Atalanta,Defender,2,29,44268741,17.6058,3,original,841,0.8187,Experienced,1,0,0,0,19,1672,88.0,2,5,1,35,2606,1837,70.5,2,59,39,0.661,116,38,12,0.2691,0.0538,1.884,0.323,0.1429,0.2,5.2213,6.244,3.7303,1,34,0,Abdominal problems,34,1.0,0.2,1,4,10605,3,0,2651.25,10605,605.207,0.0,0.1992,-0.3505,-0.003,0.311,0,4,1,Negative,1.3510666666666669,17.0,-0.17675,21214,53027048.0,44588230.08684787,47963758.05210872
Diego Lopez,2023/24,5,AC Milan,Defender,2,29,39182050,17.4837,3,original,841,0.8187,Experienced,1,0,0,0,31,1581,51.0,2,7,12,54,2554,1798,70.4,2,94,48,0.5106,168,50,17,0.3985,0.6831,3.074,1.0816,0.1296,1.7143,8.1973,9.5636,6.9677,2,75,3,Cartilage damage,150,0.9118,0.4,1,2,2735,1,0,1367.5,2735,213.8479,0.1863,0.1067,0.1205,0.0083,0.2738,1,1,1,Positive,2.6831,75.0441,0.0644,5472,47271068.0,37122064.60914009,41181666.76548405
Lorenzo Becker,2023/24,5,Real Madrid,Forward,4,29,72572116,18.1001,4,original,841,0.8187,Experienced,0,1,0,0,37,3256,88.0,3,24,1,175,1372,1196,87.2,3,34,21,0.6176,90,28,40,0.6634,0.0276,4.8372,0.691,0.1371,0.0417,1.7138,2.4877,5.2104,2,50,2,Achilles tendon injury,100,0.9487,0.4,1,4,8770,3,0,2192.5,8770,519.4193,0.1828,0.0894,0.1315,0.0917,0.3726,3,2,0,Positive,1.9671333333333327,50.02565,0.1116,17544,70145960.0,65316229.85137861,67248121.91082716
Maximilian Keita,2023/24,5,Bayern Munich,Forward,4,29,4502075,15.32,1,original,841,0.8187,Experienced,0,1,0,0,17,1496,88.0,2,12,2,97,2770,2288,82.6,2,44,31,0.7045,8,74,23,0.7219,0.1203,5.8356,0.8422,0.1237,0.1667,7.0989,0.4813,5.4686,0,0,0,,0,1.0,0.0,0,1,2425,0,0,2425.0,2425,199.873,0.0,0.154,-0.2559,0.0861,0.5204,0,2,1,Negative,2.1036,0.0,-0.0849,4851,14174435.0,4171569.442820092,8172715.665692056
Mathias Lopez,2023/24,5,Liverpool,Defender,2,29,111378357,18.5284,4,original,841,0.8187,Experienced,1,0,0,0,6,378,63.0,1,2,3,11,741,648,87.5,3,117,92,0.7863,135,64,58,0.4762,0.7143,2.619,1.1905,0.1818,1.5,43.0952,32.1429,13.8095,1,11,2,Shoulder injury,11,0.75,0.2,1,3,8670,3,0,2890.0,8670,529.2712,0.123,0.129,0.007,0.2267,0.3176,1,3,1,Neutral,5.0,5.625,0.11685,17343,106190592.0,110018026.62858176,108487051.97714904
Martin Meyer,2023/24,5,PSG,Midfielder,3,29,50931008,17.746,3,original,841,0.8187,Experienced,0,0,0,1,11,671,61.0,1,7,2,61,671,512,76.4,2,14,6,0.4286,57,50,54,0.9389,0.2683,8.1818,1.2072,0.1148,0.2857,8.5842,7.6453,9.7377,1,49,3,Shoulder injury,49,0.7857,0.2,1,3,8351,2,0,2783.6667,8351,502.4971,0.133,0.1672,0.0417,0.0989,0.4477,2,1,1,Neutral,3.6483,24.60715,0.0703,16705,51771448.0,52120909.73852101,51981125.8431126
Aleksandar Kaminski,2023/24,5,PSV Eindhoven,Forward,4,29,160376700,18.893,4,original,841,0.8187,Experienced,0,1,0,0,24,1200,50.0,2,12,0,68,706,535,75.9,2,91,63,0.6923,67,74,24,0.9,0.0,5.1,0.9,0.1765,0.0,12.375,5.025,6.7575,0,0,0,,0,1.0,0.0,0,4,6681,3,0,1670.25,6681,419.7423,0.0786,0.1554,-0.0974,0.3633,0.4567,1,3,1,Negative,2.5525,0.0,0.13295,13366,150993168.0,151415353.5456149,151246480.12736893
Mateusz Cisse,2023/24,5,Celtic,Defender,2,29,21393246,16.8786,2,original,841,0.8187,Experienced,1,0,0,0,24,1224,51.0,2,7,7,30,2499,1786,71.5,2,83,40,0.4819,16,59,58,0.5147,0.5147,2.2059,1.0294,0.2333,1.0,10.4412,1.1765,4.0294,2,82,5,Hamstring injury,164,0.8276,0.4,1,3,5167,0,1,1722.3333,5167,329.7392,0.0417,0.1723,-0.2743,-0.0611,0.1278,0,2,1,Negative,1.6862666666666666,82.0862,-0.1677,10337,17507348.0,20130418.76455753,19081190.75873452
Raphinha Schulz,2023/24,5,Moreirense,Forward,4,29,3652413,15.1109,1,original,841,0.8187,Experienced,0,1,0,0,20,1720,86.0,2,13,1,52,352,248,70.7,2,68,30,0.4412,60,68,8,0.6802,0.0523,2.7209,0.7326,0.25,0.0769,7.1163,3.1395,4.4477,3,52,4,Ankle sprain,156,0.8333,0.6,1,5,6459,4,0,1291.8,6459,389.22,0.1893,0.1332,0.1632,0.2569,0.5951,3,3,0,Positive,1.7267333333333337,78.08335,0.21005,12923,14679131.0,3326531.0890775234,7867571.153446514
Casemiro Olsen,2023/24,5,AC Milan,Forward,4,29,9276840,16.043,1,original,841,0.8187,Experienced,0,1,0,0,30,2040,68.0,2,21,13,149,1899,1574,82.9,2,111,66,0.5946,104,35,2,0.9265,0.5735,6.5735,1.5,0.1409,0.619,6.4412,4.5882,8.5897,3,58,1,Achilles tendon injury,174,0.9677,0.6,1,1,4337,0,0,4337.0,4337,295.5293,0.0,0.165,-0.309,-0.2333,0.0667,0,2,1,Negative,3.363233333333333,87.01615,-0.27115,8675,20096292.0,10120022.3648329,14110530.41889974
Lucas Garcia,2023/24,5,Moreirense,Forward,4,29,73350763,18.1108,4,original,841,0.8187,Experienced,0,1,0,0,24,1392,58.0,2,14,7,61,606,571,94.3,3,52,32,0.6154,165,45,3,0.9052,0.4526,3.944,1.3578,0.2295,0.5,6.2716,10.6681,8.7931,1,13,1,Virus,13,0.96,0.2,1,5,6300,2,2,1260.0,6300,405.5012,0.0992,0.162,-0.0842,0.225,0.7489,2,3,0,Negative,3.383633333333333,6.52,0.0704,12605,86083912.0,74548619.52529041,79162735.71517426
Milan Muller,2023/24,5,Inter Milan,Defender,2,29,56214833,17.8447,3,original,841,0.8187,Experienced,1,0,0,0,18,1026,57.0,2,1,7,13,1068,881,82.5,2,81,63,0.7778,12,42,15,0.0877,0.614,1.1404,0.7018,0.0769,7.0,10.7895,1.0526,2.3772,0,0,0,,0,1.0,0.0,0,4,10843,1,3,2710.75,10843,621.1552,0.025,0.236,-0.4014,-0.1847,0.3277,0,4,1,Negative,1.0263,0.0,-0.29305,21690,54942832.0,54265119.63781082,54536205.78268649
Mateusz Costa,2023/24,5,Liverpool,Midfielder,3,29,26404614,17.089,2,original,841,0.8187,Experienced,0,0,0,1,37,2146,58.0,2,2,17,17,1084,959,88.5,3,34,18,0.5294,37,76,0,0.0839,0.713,0.713,0.7968,0.1176,8.5,4.6132,1.5517,2.4995,0,0,0,,0,1.0,0.0,0,2,9343,0,0,4671.5,9343,546.6274,0.0,0.1633,-0.2673,0.3417,0.3,0,2,1,Negative,1.0988,0.0,0.0372,18688,28688964.0,27961941.97125648,28252751.182753883
