player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,lstm_pred
Rodrygo Piotrowski,2022/23,4,Inter Milan,Forward,4,28,99715270.0,18.4178,4,original,784,0.8607,Experienced,0,1,0,0,15,1230,82.0,2,11,4,51,2252,1754,77.9,2,55,30,0.5455,2,30,54,0.8049,0.2927,3.7317,1.0976,0.2157,0.3636,6.2195,0.1463,4.9098,1,41,6,Muscle strain,41,0.7143,0.25,1,5,16785,4,0,3357.0,16785.0,917.8917,0.1427,0.1982,-0.0452,0.5268,0.556,3,3,0,Neutral,100423324.91485843
Rodrygo Piotrowski,2023/24,5,Inter Milan,Forward,4,29,99715270.0,18.4178,4,original,841,0.8187,Experienced,0,1,0,0,15,1230,82.0,2,11,4,51,2252,1754,77.9,2,55,30,0.5455,2,30,54,0.8049,0.2927,3.7317,1.0976,0.2157,0.3636,6.2195,0.1463,4.9098,1,41,6,Muscle strain,41,0.7143,0.2,1,5,16785,4,0,3357.0,16785.0,918.3917,0.0443,0.1942,-0.1953,-0.0412,0.2288,1,4,1,Negative,102545055.21184441
Rodrygo Silva de Goes,2022/23,4,Real Madrid,Midfielder,3,28,4800000.0,15.3841,1,estimated,784,0.8607,Experienced,0,0,0,1,1,9,9.0,1,0,1,0,8,7,87.5,3,0,0,0.0,0,1,0,0.0,10.0,0.0,10.0,0.0,1.0,10.0,0.0,20.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,102.0183,0.1373,0.2117,-0.1947,0.0,0.3667,1,2,0,Negative,9000000.0
Rodrygo Silva de Goes,2023/24,5,Real Madrid,Midfielder,3,29,4800000.0,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,1,9,9.0,1,0,1,0,8,7,87.5,3,0,0,0.0,0,1,0,0.0,10.0,0.0,10.0,0.0,1.0,10.0,0.0,20.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,102.0183,0.0,0.1977,-0.37,0.0,0.3333,0,2,1,Negative,7600000.0
Rodrygo Tadic,2022/23,4,AC Milan,Forward,4,28,140988502.0,18.7642,4,original,784,0.8607,Experienced,0,1,0,0,34,2992,88.0,3,19,7,117,2546,1662,65.3,1,44,33,0.75,84,57,34,0.5715,0.2106,3.5194,0.7821,0.1624,0.3684,3.0381,2.5267,4.6534,3,117,17,Achilles tendon injury,351,0.6667,0.75,1,1,723,0,1,723.0,723.0,106.0818,0.0,0.1917,-0.2838,0.3833,0.4,0,2,1,Negative,141111367.11873746
Rodrygo Tadic,2023/24,5,AC Milan,Forward,4,29,140988502.0,18.7642,4,original,841,0.8187,Experienced,0,1,0,0,34,2992,88.0,3,19,7,117,2546,1662,65.3,1,44,33,0.75,84,57,34,0.5715,0.2106,3.5194,0.7821,0.1624,0.3684,3.0381,2.5267,4.6534,3,117,17,Achilles tendon injury,351,0.6667,0.6,1,1,723,0,1,723.0,723.0,107.5818,0.1863,0.1067,0.1205,0.0083,0.2738,1,1,1,Positive,140765388.69861203
Rodrygo Williams,2022/23,4,Besiktas,Midfielder,3,28,57489386.0,17.8671,3,original,784,0.8607,Experienced,0,0,0,1,13,741,57.0,1,1,6,9,2072,1842,88.9,3,29,19,0.6552,27,53,2,0.1215,0.7287,1.0931,0.8502,0.1111,6.0,9.9595,3.2794,3.3522,0,0,0,,0,1.0,0.0,0,2,7082,1,0,3541.0,7082.0,436.5326,0.0603,0.118,-0.1077,0.0167,0.1833,0,2,1,Negative,59014207.10357397
Rodrygo Williams,2023/24,5,Besiktas,Midfielder,3,29,57489386.0,17.8671,3,original,841,0.8187,Experienced,0,0,0,1,13,741,57.0,1,1,6,9,2072,1842,88.9,3,29,19,0.6552,27,53,2,0.1215,0.7287,1.0931,0.8502,0.1111,6.0,9.9595,3.2794,3.3522,0,0,0,,0,1.0,0.0,0,2,7082,1,0,3541.0,7082.0,436.5326,0.0603,0.1353,-0.151,0.3083,0.3833,0,2,1,Negative,59396376.773860686
Rodrygo Zielinski,2022/23,4,PSG,Forward,4,28,17504401.0,16.678,2,original,784,0.8607,Experienced,0,1,0,0,25,2200,88.0,2,19,9,58,970,855,88.2,3,80,55,0.6875,143,27,30,0.7773,0.3682,2.3727,1.1455,0.3276,0.4737,4.3773,5.85,6.0095,0,0,0,,0,1.0,0.0,0,3,9668,1,0,3222.6667,9668.0,567.2302,0.0613,0.0903,0.0171,0.1778,0.5815,1,1,1,Neutral,17346270.005800087
Rodrygo Zielinski,2023/24,5,PSG,Forward,4,29,17504401.0,16.678,2,original,841,0.8187,Experienced,0,1,0,0,25,2200,88.0,2,19,9,58,970,855,88.2,3,80,55,0.6875,143,27,30,0.7773,0.3682,2.3727,1.1455,0.3276,0.4737,4.3773,5.85,6.0095,0,0,0,,0,1.0,0.0,0,3,9668,1,0,3222.6667,9668.0,567.2302,0.0,0.2273,-0.4115,0.0367,0.6183,0,2,1,Negative,17821166.975228865
Roger Martí Salvador,2022/23,4,Levante UD,Midfielder,3,28,4800000.0,15.3841,1,estimated,784,0.8607,Experienced,0,0,0,1,2,140,70.0,1,0,1,1,38,27,71.1,2,2,0,0.0,2,2,3,0.0,0.6429,0.6429,0.6429,0.0,1.0,2.5714,1.2857,1.9929,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.0875,0.1373,0.1917,-0.1433,0.3833,0.4333,1,2,0,Negative,9000000.0
Roger Martí Salvador,2023/24,5,Levante UD,Midfielder,3,29,4800000.0,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,2,140,70.0,1,0,1,1,38,27,71.1,2,2,0,0.0,2,2,3,0.0,0.6429,0.6429,0.6429,0.0,1.0,2.5714,1.2857,1.9929,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.0875,0.0,0.2117,-0.3352,0.0,0.3333,0,2,1,Negative,7600000.0
Ronald Federico Araújo da Silva,2022/23,4,Barcelona,Midfielder,3,28,5600000.0,15.5383,1,estimated,784,0.8607,Experienced,0,0,0,1,21,1239,59.0,2,2,0,10,775,718,92.6,3,34,13,0.3824,4,9,9,0.1453,0.0,0.7264,0.1453,0.2,0.0,3.1235,0.2906,0.8862,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.1859,0.0,0.17,-0.3094,0.0583,0.2667,0,2,1,Negative,10500000.0
Ronald Federico Araújo da Silva,2023/24,5,Barcelona,Midfielder,3,29,5600000.0,15.5383,1,estimated,841,0.8187,Experienced,0,0,0,1,21,1239,59.0,2,2,0,10,775,718,92.6,3,34,13,0.3824,4,9,9,0.1453,0.0,0.7264,0.1453,0.2,0.0,3.1235,0.2906,0.8862,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.1859,0.1683,0.1353,-0.0377,0.3083,0.3833,1,2,0,Neutral,8866666.666666666
Roque Mesa Quevedo,2022/23,4,Real Valladolid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,124,62.0,1,0,0,4,64,56,87.5,3,4,0,0.0,6,3,5,0.0,0.0,2.9032,0.0,0.0,0.0,5.0806,4.3548,2.7581,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.7907,0.1977,0.118,0.0328,0.0167,0.2167,1,2,0,Neutral,7500000.0
Roque Mesa Quevedo,2023/24,5,Real Valladolid,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,124,62.0,1,0,0,4,64,56,87.5,3,4,0,0.0,6,3,5,0.0,0.0,2.9032,0.0,0.0,0.0,5.0806,4.3548,2.7581,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.7907,0.1373,0.199,-0.2546,-0.005,0.5517,1,2,0,Negative,6333333.333333333
Rubén Alcaraz Jiménez,2022/23,4,Real Valladolid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,3,106,94,88.7,3,11,2,0.1818,0,3,5,0.0,0.0,1.5,0.0,0.0,0.0,7.0,0.0,0.75,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.1386,0.1447,0.1283,0.0001,-0.2272,0.4644,1,1,1,Neutral,7500000.0
Rubén Alcaraz Jiménez,2023/24,5,Real Valladolid,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,3,106,94,88.7,3,11,2,0.1818,0,3,5,0.0,0.0,1.5,0.0,0.0,0.0,7.0,0.0,0.75,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.1386,0.1257,0.1723,-0.1403,0.0222,0.2528,1,2,0,Negative,6333333.333333333
Rubén Duarte Sánchez,2022/23,4,Deportivo Alavés,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,64,45,70.3,2,6,1,0.1667,1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.15,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.7186,0.0417,0.1723,-0.2743,-0.0611,0.1278,0,2,1,Negative,7500000.0
Rubén Duarte Sánchez,2023/24,5,Deportivo Alavés,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,64,45,70.3,2,6,1,0.1667,1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.15,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.7186,0.2873,0.083,0.3964,0.0726,0.3004,3,0,0,Positive,6333333.333333333
Rubén García Santos,2022/23,4,Osasuna,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,143,71.5,1,0,0,2,63,43,68.3,1,6,0,0.0,0,2,2,0.0,0.0,1.2587,0.0,0.0,0.0,5.035,0.0,0.6294,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.8377,0.0887,0.14,0.0249,0.2643,0.2393,1,1,1,Neutral,7500000.0
Rubén García Santos,2023/24,5,Osasuna,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,143,71.5,1,0,0,2,63,43,68.3,1,6,0,0.0,0,2,2,0.0,0.0,1.2587,0.0,0.0,0.0,5.035,0.0,0.6294,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.8377,0.0,0.0657,-0.1334,-0.0667,0.2333,0,1,2,Negative,6333333.333333333
Rubén Sobrino Pozuelo,2022/23,4,Cádiz,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,2,16,12,75.0,2,5,1,0.2,2,1,1,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,1.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.3036,0.0,0.237,-0.3836,0.2083,0.7148,0,3,0,Negative,7500000.0
Rubén Sobrino Pozuelo,2023/24,5,Cádiz,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,2,16,12,75.0,2,5,1,0.2,2,1,1,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,1.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.3036,0.3237,0.1067,0.261,0.0083,0.3071,2,1,0,Positive,6333333.333333333
Rui Tiago Dantas da Silva,2022/23,4,Granada,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,24,13,54.2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,61.6636,0.1497,0.1863,-0.1262,-0.0611,0.1278,1,2,0,Negative,7500000.0
Rui Tiago Dantas da Silva,2023/24,5,Granada,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,24,13,54.2,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,61.6636,0.296,0.0853,0.2421,0.1278,0.3833,2,0,1,Positive,6333333.333333333
Rúben Miguel Nunes Vezo,2022/23,4,Levante UD,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,90,78,86.7,3,2,0,0.0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.4136,0.0893,0.138,-0.014,0.2083,0.7481,1,2,0,Neutral,7500000.0
Rúben Miguel Nunes Vezo,2023/24,5,Levante UD,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,90,78,86.7,3,2,0,0.0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.4136,0.1727,0.1757,0.0312,0.001,0.5826,2,1,0,Neutral,6333333.333333333
Sabit Abdulai,2022/23,4,Getafe,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,45,45.0,1,0,0,0,10,7,70.0,2,1,0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.2036,0.0,0.1983,-0.3258,0.1,0.3667,0,2,1,Negative,7500000.0
Sabit Abdulai,2023/24,5,Getafe,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,45,45.0,1,0,0,0,10,7,70.0,2,1,0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.2036,0.2347,0.0357,0.4508,0.275,0.5861,3,0,0,Positive,6333333.333333333
Sadio Becker,2022/23,4,Olympique Lyon,Defender,2,28,57488368.0,17.8671,3,original,784,0.8607,Experienced,1,0,0,0,19,1539,81.0,2,8,8,65,755,707,93.7,3,105,59,0.5619,15,35,55,0.4678,0.4678,3.8012,0.9357,0.1231,1.0,8.1871,0.8772,4.5029,2,84,12,Fracture,168,0.6129,0.5,1,5,15947,3,0,3189.4,15947.0,876.0131,0.1622,0.1458,-0.0077,0.23,0.3593,2,3,0,Neutral,53810553.793458395
Sadio Becker,2023/24,5,Olympique Lyon,Defender,2,29,57488368.0,17.8671,3,original,841,0.8187,Experienced,1,0,0,0,19,1539,81.0,2,8,8,65,755,707,93.7,3,105,59,0.5619,15,35,55,0.4678,0.4678,3.8012,0.9357,0.1231,1.0,8.1871,0.8772,4.5029,2,84,12,Fracture,168,0.6129,0.4,1,5,15947,3,0,3189.4,15947.0,877.0131,0.0782,0.227,-0.2081,0.4919,0.5991,1,4,0,Negative,53267367.38176099
Sadio Brown,2022/23,4,Roma,Defender,2,28,85248771.0,18.2611,4,original,784,0.8607,Experienced,1,0,0,0,14,1176,84.0,2,8,5,69,2801,1935,69.1,1,101,68,0.6733,69,31,42,0.6122,0.3827,5.2806,0.9949,0.1159,0.625,10.102,5.2806,6.8265,0,0,0,,0,1.0,0.0,0,1,4480,1,0,4480.0,4480.0,306.492,0.1447,0.1867,-0.0556,0.1111,0.7108,1,2,0,Negative,86640052.32770541
Sadio Brown,2023/24,5,Roma,Defender,2,29,85248771.0,18.2611,4,original,841,0.8187,Experienced,1,0,0,0,14,1176,84.0,2,8,5,69,2801,1935,69.1,1,101,68,0.6733,69,31,42,0.6122,0.3827,5.2806,0.9949,0.1159,0.625,10.102,5.2806,6.8265,0,0,0,,0,1.0,0.0,0,1,4480,1,0,4480.0,4480.0,306.492,0.0,0.163,-0.2516,-0.1667,0.1833,0,2,1,Negative,86530156.82252437
Sadio Diallo,2022/23,4,Liverpool,Forward,4,28,51350177.0,17.7542,3,original,784,0.8607,Experienced,0,1,0,0,33,2805,85.0,3,14,14,119,810,731,90.3,3,46,20,0.4348,159,79,26,0.4492,0.4492,3.8182,0.8984,0.1176,1.0,4.0107,5.1016,5.6856,2,50,6,Fracture,100,0.8462,0.5,1,5,9244,3,1,1848.8,9244.0,542.5575,0.0868,0.1214,-0.0693,-0.0583,0.1976,1,3,1,Negative,49712216.0232264
Sadio Diallo,2023/24,5,Liverpool,Forward,4,29,51350177.0,17.7542,3,original,841,0.8187,Experienced,0,1,0,0,33,2805,85.0,3,14,14,119,810,731,90.3,3,46,20,0.4348,159,79,26,0.4492,0.4492,3.8182,0.8984,0.1176,1.0,4.0107,5.1016,5.6856,2,50,6,Fracture,100,0.8462,0.4,1,5,9244,3,1,1848.8,9244.0,543.5575,0.096,0.1536,-0.13,0.325,0.495,2,3,0,Negative,49546277.388633974
Sadio Fernandes,2022/23,4,Manchester United,Defender,2,28,128910074.0,18.6746,4,original,784,0.8607,Experienced,1,0,0,0,4,220,55.0,1,3,1,22,2150,1851,86.1,3,101,77,0.7624,59,48,43,1.2273,0.4091,9.0,1.6364,0.1364,0.3333,60.9545,24.1364,16.2409,2,22,1,Achilles tendon injury,44,0.8,0.5,1,3,6048,2,1,2016.0,6048.0,398.9406,0.081,0.2225,-0.3052,0.25,0.475,1,3,0,Negative,130126460.99835348
Sadio Fernandes,2023/24,5,Manchester United,Defender,2,29,128910074.0,18.6746,4,original,841,0.8187,Experienced,1,0,0,0,4,220,55.0,1,3,1,22,2150,1851,86.1,3,101,77,0.7624,59,48,43,1.2273,0.4091,9.0,1.6364,0.1364,0.3333,60.9545,24.1364,16.2409,2,22,1,Achilles tendon injury,44,0.8,0.4,1,3,6048,2,1,2016.0,6048.0,399.9406,0.3232,0.084,0.4073,0.2253,0.3765,3,1,0,Positive,129870653.99812144
Sadio Keita,2022/23,4,Celtic,Forward,4,28,77020433.0,18.1596,4,original,784,0.8607,Experienced,0,1,0,0,35,2765,79.0,3,19,4,96,1469,922,62.8,1,31,24,0.7742,39,68,20,0.6184,0.1302,3.1248,0.7486,0.1979,0.2105,3.2224,1.2694,4.059,0,0,0,,0,1.0,0.0,0,3,6365,1,0,2121.6667,6365.0,394.4976,0.1443,0.1303,-0.0167,0.1,0.3083,1,2,0,Neutral,76536727.38028783
Sadio Keita,2023/24,5,Celtic,Forward,4,29,77020433.0,18.1596,4,original,841,0.8187,Experienced,0,1,0,0,35,2765,79.0,3,19,4,96,1469,922,62.8,1,31,24,0.7742,39,68,20,0.6184,0.1302,3.1248,0.7486,0.1979,0.2105,3.2224,1.2694,4.059,0,0,0,,0,1.0,0.0,0,3,6365,1,0,2121.6667,6365.0,394.4976,0.0603,0.1637,-0.1675,0.35,0.4833,0,2,1,Negative,77006797.38919267
Saidy Janko,2022/23,4,Real Valladolid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,64,64.0,1,0,0,0,29,21,72.4,2,1,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.1236,0.179,0.2057,-0.1506,0.2722,0.4611,1,2,0,Negative,7500000.0
Saidy Janko,2023/24,5,Real Valladolid,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,64,64.0,1,0,0,0,29,21,72.4,2,1,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.1236,0.0893,0.0833,0.0664,0.1667,0.5167,1,1,1,Positive,6333333.333333333
Salvador Sánchez Ponce,2022/23,4,Cádiz,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,61,61.0,1,0,0,0,15,6,40.0,1,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.9508,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,57.4036,0.0613,0.1063,-0.0364,0.15,0.3278,1,1,1,Neutral,7500000.0
Salvador Sánchez Ponce,2023/24,5,Cádiz,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,61,61.0,1,0,0,0,15,6,40.0,1,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.9508,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,57.4036,0.0,0.1527,-0.266,-0.2333,0.0667,0,2,1,Negative,6333333.333333333
Samuel Chimerenka Chukwueze,2022/23,4,Villarreal,Midfielder,3,28,4800000.0,15.3841,1,estimated,784,0.8607,Experienced,0,0,0,1,2,161,80.5,1,1,0,1,57,41,71.9,2,3,0,0.0,12,1,2,0.559,0.0,0.559,0.559,1.0,0.0,2.236,6.7081,3.9689,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.2917,0.0417,0.2147,-0.3117,-0.0194,0.3593,0,3,0,Negative,9000000.0
Samuel Chimerenka Chukwueze,2023/24,5,Villarreal,Midfielder,3,29,4800000.0,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,2,161,80.5,1,1,0,1,57,41,71.9,2,3,0,0.0,12,1,2,0.559,0.0,0.559,0.559,1.0,0.0,2.236,6.7081,3.9689,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.2917,0.2267,0.0927,0.2263,0.3833,0.4667,2,1,0,Positive,7600000.0
Samuel Yves Umtiti,2022/23,4,Barcelona,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,11,512,46.5455,1,0,0,2,449,428,95.3,3,14,0,0.0,1,10,11,0.0,0.0,0.3516,0.0,0.0,0.0,4.2188,0.1758,0.2285,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.3364,0.0827,0.14,-0.089,0.2806,0.637,0,1,2,Negative,7500000.0
Samuel Yves Umtiti,2023/24,5,Barcelona,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,11,512,46.5455,1,0,0,2,449,428,95.3,3,14,0,0.0,1,10,11,0.0,0.0,0.3516,0.0,0.0,0.0,4.2188,0.1758,0.2285,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.3364,0.1907,0.156,-0.0291,0.2528,0.3833,1,1,1,Neutral,6333333.333333333
Sander Lewandowski,2022/23,4,Ajax,Defender,2,28,45142904.0,17.6253,3,original,784,0.8607,Experienced,1,0,0,0,11,660,60.0,1,8,3,63,371,222,60.0,1,64,50,0.7812,158,37,41,1.0909,0.4091,8.5909,1.5,0.127,0.375,13.7727,21.5455,14.85,1,20,0,Calf muscle strain,20,1.0,0.25,1,1,681,0,0,681.0,681.0,122.0757,0.0,0.218,-0.3477,0.3833,0.5315,0,3,0,Negative,41881918.47054837
Sander Lewandowski,2023/24,5,Ajax,Defender,2,29,45142904.0,17.6253,3,original,841,0.8187,Experienced,1,0,0,0,11,660,60.0,1,8,3,63,371,222,60.0,1,64,50,0.7812,158,37,41,1.0909,0.4091,8.5909,1.5,0.127,0.375,13.7727,21.5455,14.85,1,20,0,Calf muscle strain,20,1.0,0.2,1,1,681,0,0,681.0,681.0,122.5757,0.15,0.083,0.2559,0.0726,0.2671,2,0,1,Positive,42481217.38552248
Sander Pedersen,2022/23,4,Liverpool,Midfielder,3,28,145925844.0,18.7986,4,original,784,0.8607,Experienced,0,0,0,1,16,1008,63.0,2,4,5,29,1502,1138,75.8,2,34,14,0.4118,51,17,49,0.3571,0.4464,2.5893,0.8036,0.1379,1.25,4.5536,4.5536,4.625,2,58,6,Hamstring injury,116,0.7273,0.5,1,3,10590,2,1,3530.0,10590.0,605.4111,0.1705,0.1238,0.1156,0.0229,0.247,1,1,2,Positive,146323520.55298293
Sander Pedersen,2023/24,5,Liverpool,Midfielder,3,29,145925844.0,18.7986,4,original,841,0.8187,Experienced,0,0,0,1,16,1008,63.0,2,4,5,29,1502,1138,75.8,2,34,14,0.4118,51,17,49,0.3571,0.4464,2.5893,0.8036,0.1379,1.25,4.5536,4.5536,4.625,2,58,6,Hamstring injury,116,0.7273,0.4,1,3,10590,2,1,3530.0,10590.0,606.4111,0.046,0.116,-0.0948,-0.1062,0.0958,1,2,1,Negative,146660648.32839578
Sander Rodrigues,2022/23,4,Benfica,Forward,4,28,67155292.0,18.0225,4,original,784,0.8607,Experienced,0,1,0,0,29,2001,69.0,2,15,4,114,1932,1221,63.2,1,59,42,0.7119,157,23,27,0.6747,0.1799,5.1274,0.8546,0.1316,0.2667,3.6882,7.0615,7.066,2,88,4,Abdominal problems,176,0.8788,0.5,1,5,9662,4,0,1932.4,9662.0,558.0979,0.1098,0.1618,-0.0236,0.5558,0.5502,2,3,1,Neutral,62976970.08468783
Sander Rodrigues,2023/24,5,Benfica,Forward,4,29,67155292.0,18.0225,4,original,841,0.8187,Experienced,0,1,0,0,29,2001,69.0,2,15,4,114,1932,1221,63.2,1,59,42,0.7119,157,23,27,0.6747,0.1799,5.1274,0.8546,0.1316,0.2667,3.6882,7.0615,7.066,2,88,4,Abdominal problems,176,0.8788,0.4,1,5,9662,4,0,1932.4,9662.0,559.0979,0.1883,0.1177,0.1875,0.3696,0.4669,4,2,0,Positive,63283412.704092264
Sander Sorensen,2022/23,4,Braga,Forward,4,28,13100913.0,16.3882,2,original,784,0.8607,Experienced,0,1,0,0,33,2904,88.0,3,13,4,92,926,710,76.7,2,83,53,0.6386,200,68,32,0.4029,0.124,2.8512,0.5269,0.1413,0.3077,4.6798,6.1983,4.7417,0,0,0,,0,1.0,0.0,0,2,2602,2,0,1301.0,2602.0,207.999,0.0665,0.1318,-0.0771,0.1465,0.5099,1,1,2,Negative,22107869.394832406
Sander Sorensen,2023/24,5,Braga,Forward,4,29,13100913.0,16.3882,2,original,841,0.8187,Experienced,0,1,0,0,33,2904,88.0,3,13,4,92,926,710,76.7,2,83,53,0.6386,200,68,32,0.4029,0.124,2.8512,0.5269,0.1413,0.3077,4.6798,6.1983,4.7417,0,0,0,,0,1.0,0.0,0,2,2602,2,0,1301.0,2602.0,207.999,0.0665,0.1697,-0.0868,-0.0143,0.1545,1,2,1,Negative,21499205.008039925
